PadID	CoboID	AsadID	AgetID	ChannelID	y[0]	z[0]	y[1]	z[1]	y[2]	z[2]	y[3]	z[3]/cm
323	1	0	2	40	-13.561	3.071	-12.861	3.071	-13.211	2.465	-13.561	3.071
324	1	0	2	21	-13.2	2.465	-12.5	2.465	-12.85	3.071	-13.2	2.465
325	1	0	2	38	-12.838	3.071	-12.138	3.071	-12.488	2.465	-12.838	3.071
326	1	0	2	19	-12.477	2.465	-11.777	2.465	-12.127	3.071	-12.477	2.465
327	1	0	2	36	-12.115	3.071	-11.415	3.071	-11.765	2.465	-12.115	3.071
328	1	0	2	13	-11.754	2.465	-11.054	2.465	-11.404	3.071	-11.754	2.465
329	1	0	2	34	-11.392	3.071	-10.692	3.071	-11.042	2.465	-11.392	3.071
330	1	0	2	17	-11.031	2.465	-10.331	2.465	-10.681	3.071	-11.031	2.465
331	1	0	2	24	-10.669	3.071	-9.969	3.071	-10.319	2.465	-10.669	3.071
332	1	0	2	10	-10.307	2.465	-9.607	2.465	-9.957	3.071	-10.307	2.465
333	1	0	2	8	-9.946	3.071	-9.246	3.071	-9.596	2.465	-9.946	3.071
334	1	0	2	4	-9.584	2.465	-8.884	2.465	-9.234	3.071	-9.584	2.465
335	1	0	2	2	-9.223	3.071	-8.523	3.071	-8.873	2.465	-9.223	3.071
336	1	0	3	64	-8.861	2.465	-8.161	2.465	-8.511	3.071	-8.861	2.465
337	1	0	3	62	-8.5	3.071	-7.8	3.071	-8.15	2.465	-8.5	3.071
338	1	0	3	58	-8.138	2.465	-7.438	2.465	-7.788	3.071	-8.138	2.465
339	1	0	3	53	-7.777	3.071	-7.077	3.071	-7.427	2.465	-7.777	3.071
340	1	0	3	51	-7.415	2.465	-6.715	2.465	-7.065	3.071	-7.415	2.465
341	1	0	3	36	-7.054	3.071	-6.354	3.071	-6.704	2.465	-7.054	3.071
342	1	0	3	55	-6.692	2.465	-5.992	2.465	-6.342	3.071	-6.692	2.465
343	1	0	3	34	-6.33	3.071	-5.63	3.071	-5.98	2.465	-6.33	3.071
344	1	0	3	47	-5.969	2.465	-5.269	2.465	-5.619	3.071	-5.969	2.465
345	1	0	3	32	-5.607	3.071	-4.907	3.071	-5.257	2.465	-5.607	3.071
346	1	0	3	44	-5.246	2.465	-4.546	2.465	-4.896	3.071	-5.246	2.465
347	1	0	3	28	-4.884	3.071	-4.184	3.071	-4.534	2.465	-4.884	3.071
348	1	0	3	40	-4.523	2.465	-3.823	2.465	-4.173	3.071	-4.523	2.465
349	1	0	3	26	-4.161	3.071	-3.461	3.071	-3.811	2.465	-4.161	3.071
350	1	0	3	38	-3.8	2.465	-3.1	2.465	-3.45	3.071	-3.8	2.465
351	1	0	3	21	-3.438	3.071	-2.738	3.071	-3.088	2.465	-3.438	3.071
352	1	3	1	47	-3.077	2.465	-2.377	2.465	-2.727	3.071	-3.077	2.465
353	1	3	1	34	-2.715	3.071	-2.015	3.071	-2.365	2.465	-2.715	3.071
354	1	3	1	21	-2.353	2.465	-1.653	2.465	-2.003	3.071	-2.353	2.465
355	1	3	1	19	-1.992	3.071	-1.292	3.071	-1.642	2.465	-1.992	3.071
356	3	3	1	13	-1.63	2.465	-0.93	2.465	-1.28	3.071	-1.63	2.465
357	3	3	1	26	-1.269	3.071	-0.569	3.071	-0.919	2.465	-1.269	3.071
358	3	3	1	30	-0.907	2.465	-0.207	2.465	-0.557	3.071	-0.907	2.465
359	3	3	1	44	-0.546	3.071	0.154	3.071	-0.196	2.465	-0.546	3.071
360	3	3	1	48	-0.184	2.465	0.516	2.465	0.166	3.071	-0.184	2.465
361	3	3	1	35	0.177	3.071	0.877	3.071	0.527	2.465	0.177	3.071
362	3	3	1	23	0.539	2.465	1.239	2.465	0.889	3.071	0.539	2.465
363	3	3	1	20	0.901	3.071	1.601	3.071	1.251	2.465	0.901	3.071
364	1	3	1	14	1.262	2.465	1.962	2.465	1.612	3.071	1.262	2.465
365	1	3	1	27	1.624	3.071	2.324	3.071	1.974	2.465	1.624	3.071
366	1	3	1	31	1.985	2.465	2.685	2.465	2.335	3.071	1.985	2.465
367	1	3	1	46	2.347	3.071	3.047	3.071	2.697	2.465	2.347	3.071
368	3	0	0	30	2.708	2.465	3.408	2.465	3.058	3.071	2.708	2.465
369	3	0	0	42	3.07	3.071	3.77	3.071	3.42	2.465	3.07	3.071
370	3	0	0	28	3.431	2.465	4.131	2.465	3.781	3.071	3.431	2.465
371	3	0	0	40	3.793	3.071	4.493	3.071	4.143	2.465	3.793	3.071
372	3	0	0	21	4.154	2.465	4.854	2.465	4.504	3.071	4.154	2.465
373	3	0	0	38	4.516	3.071	5.216	3.071	4.866	2.465	4.516	3.071
374	3	0	0	19	4.878	2.465	5.578	2.465	5.228	3.071	4.878	2.465
375	3	0	0	36	5.239	3.071	5.939	3.071	5.589	2.465	5.239	3.071
376	3	0	0	13	5.601	2.465	6.301	2.465	5.951	3.071	5.601	2.465
377	3	0	0	34	5.962	3.071	6.662	3.071	6.312	2.465	5.962	3.071
378	3	0	0	17	6.324	2.465	7.024	2.465	6.674	3.071	6.324	2.465
379	3	0	0	24	6.685	3.071	7.385	3.071	7.035	2.465	6.685	3.071
380	3	0	0	10	7.047	2.465	7.747	2.465	7.397	3.071	7.047	2.465
381	3	0	0	8	7.408	3.071	8.108	3.071	7.758	2.465	7.408	3.071
382	3	0	0	4	7.77	2.465	8.47	2.465	8.12	3.071	7.77	2.465
383	3	0	0	2	8.131	3.071	8.831	3.071	8.481	2.465	8.131	3.071
384	3	0	1	64	8.493	2.465	9.193	2.465	8.843	3.071	8.493	2.465
385	3	0	1	62	8.855	3.071	9.555	3.071	9.205	2.465	8.855	3.071
386	3	0	1	58	9.216	2.465	9.916	2.465	9.566	3.071	9.216	2.465
387	3	0	1	53	9.578	3.071	10.278	3.071	9.928	2.465	9.578	3.071
388	3	0	1	51	9.939	2.465	10.639	2.465	10.289	3.071	9.939	2.465
389	3	0	1	36	10.301	3.071	11.001	3.071	10.651	2.465	10.301	3.071
390	3	0	1	55	10.662	2.465	11.362	2.465	11.012	3.071	10.662	2.465
391	3	0	1	34	11.024	3.071	11.724	3.071	11.374	2.465	11.024	3.071
392	3	0	1	47	11.385	2.465	12.085	2.465	11.735	3.071	11.385	2.465
393	3	0	1	32	11.747	3.071	12.447	3.071	12.097	2.465	11.747	3.071
394	3	0	1	44	12.108	2.465	12.808	2.465	12.458	3.071	12.108	2.465
395	3	0	1	28	12.47	3.071	13.17	3.071	12.82	2.465	12.47	3.071
396	3	0	1	40	12.832	2.465	13.532	2.465	13.182	3.071	12.832	2.465
397	3	0	1	26	13.193	3.071	13.893	3.071	13.543	2.465	13.193	3.071
398	3	0	1	38	13.555	2.465	14.255	2.465	13.905	3.071	13.555	2.465
399	3	0	1	21	13.916	3.071	14.616	3.071	14.266	2.465	13.916	3.071
400	1	0	2	58	-14.646	3.687	-13.946	3.687	-14.296	3.081	-14.646	3.687
401	1	0	2	55	-14.284	3.081	-13.584	3.081	-13.934	3.687	-14.284	3.081
402	1	0	2	60	-13.923	3.687	-13.223	3.687	-13.573	3.081	-13.923	3.687
403	1	0	2	47	-13.561	3.081	-12.861	3.081	-13.211	3.687	-13.561	3.081
404	1	0	2	62	-13.2	3.687	-12.5	3.687	-12.85	3.081	-13.2	3.687
405	1	0	2	49	-12.838	3.081	-12.138	3.081	-12.488	3.687	-12.838	3.081
406	1	0	2	66	-12.477	3.687	-11.777	3.687	-12.127	3.081	-12.477	3.687
407	1	0	2	51	-12.115	3.081	-11.415	3.081	-11.765	3.687	-12.115	3.081
408	1	0	2	64	-11.754	3.687	-11.054	3.687	-11.404	3.081	-11.754	3.687
409	1	0	2	53	-11.392	3.081	-10.692	3.081	-11.042	3.687	-11.392	3.081
410	1	0	2	44	-11.031	3.687	-10.331	3.687	-10.681	3.081	-11.031	3.687
411	1	0	2	32	-10.669	3.081	-9.969	3.081	-10.319	3.687	-10.669	3.081
412	1	0	2	26	-10.307	3.687	-9.607	3.687	-9.957	3.081	-10.307	3.687
413	1	0	2	15	-9.946	3.081	-9.246	3.081	-9.596	3.687	-9.946	3.081
414	1	0	2	6	-9.584	3.687	-8.884	3.687	-9.234	3.081	-9.584	3.687
415	1	0	2	0	-9.223	3.081	-8.523	3.081	-8.873	3.687	-9.223	3.081
416	1	0	3	66	-8.861	3.687	-8.161	3.687	-8.511	3.081	-8.861	3.687
417	1	0	3	60	-8.5	3.081	-7.8	3.081	-8.15	3.687	-8.5	3.081
418	1	0	3	49	-8.138	3.687	-7.438	3.687	-7.788	3.081	-8.138	3.687
419	1	0	3	42	-7.777	3.081	-7.077	3.081	-7.427	3.687	-7.777	3.081
420	1	0	3	30	-7.415	3.687	-6.715	3.687	-7.065	3.081	-7.415	3.687
421	1	0	3	24	-7.054	3.081	-6.354	3.081	-6.704	3.687	-7.054	3.081
422	1	0	3	10	-6.692	3.687	-5.992	3.687	-6.342	3.081	-6.692	3.687
423	1	0	3	13	-6.33	3.081	-5.63	3.081	-5.98	3.687	-6.33	3.081
424	1	0	3	0	-5.969	3.687	-5.269	3.687	-5.619	3.081	-5.969	3.687
425	1	0	3	15	-5.607	3.081	-4.907	3.081	-5.257	3.687	-5.607	3.081
426	1	0	3	6	-5.246	3.687	-4.546	3.687	-4.896	3.081	-5.246	3.687
427	1	0	3	17	-4.884	3.081	-4.184	3.081	-4.534	3.687	-4.884	3.081
428	1	0	3	2	-4.523	3.687	-3.823	3.687	-4.173	3.081	-4.523	3.687
429	1	0	3	19	-4.161	3.081	-3.461	3.081	-3.811	3.687	-4.161	3.081
430	1	0	3	4	-3.8	3.687	-3.1	3.687	-3.45	3.081	-3.8	3.687
431	1	0	3	8	-3.438	3.081	-2.738	3.081	-3.088	3.687	-3.438	3.081
432	1	3	1	53	-3.077	3.687	-2.377	3.687	-2.727	3.081	-3.077	3.687
433	1	3	1	44	-2.715	3.081	-2.015	3.081	-2.365	3.687	-2.715	3.081
434	1	3	1	42	-2.353	3.687	-1.653	3.687	-2.003	3.081	-2.353	3.687
435	1	3	1	30	-1.992	3.081	-1.292	3.081	-1.642	3.687	-1.992	3.081
436	3	3	1	34	-1.63	3.687	-0.93	3.687	-1.28	3.081	-1.63	3.687
437	3	3	1	36	-1.269	3.081	-0.569	3.081	-0.919	3.687	-1.269	3.081
438	3	3	1	49	-0.907	3.687	-0.207	3.687	-0.557	3.081	-0.907	3.687
439	3	3	1	51	-0.546	3.081	0.154	3.081	-0.196	3.687	-0.546	3.081
440	3	3	1	54	-0.184	3.687	0.516	3.687	0.166	3.081	-0.184	3.687
441	3	3	1	46	0.177	3.081	0.877	3.081	0.527	3.687	0.177	3.081
442	3	3	1	43	0.539	3.687	1.239	3.687	0.889	3.081	0.539	3.687
443	3	3	1	31	0.901	3.081	1.601	3.081	1.251	3.687	0.901	3.081
444	1	3	1	35	1.262	3.687	1.962	3.687	1.612	3.081	1.262	3.687
445	1	3	1	37	1.624	3.081	2.324	3.081	1.974	3.687	1.624	3.081
446	1	3	1	50	1.985	3.687	2.685	3.687	2.335	3.081	1.985	3.687
447	1	3	1	52	2.347	3.081	3.047	3.081	2.697	3.687	2.347	3.081
448	3	0	0	58	2.708	3.687	3.408	3.687	3.058	3.081	2.708	3.687
449	3	0	0	55	3.07	3.081	3.77	3.081	3.42	3.687	3.07	3.081
450	3	0	0	60	3.431	3.687	4.131	3.687	3.781	3.081	3.431	3.687
451	3	0	0	47	3.793	3.081	4.493	3.081	4.143	3.687	3.793	3.081
452	3	0	0	62	4.154	3.687	4.854	3.687	4.504	3.081	4.154	3.687
453	3	0	0	49	4.516	3.081	5.216	3.081	4.866	3.687	4.516	3.081
454	3	0	0	66	4.878	3.687	5.578	3.687	5.228	3.081	4.878	3.687
455	3	0	0	51	5.239	3.081	5.939	3.081	5.589	3.687	5.239	3.081
456	3	0	0	64	5.601	3.687	6.301	3.687	5.951	3.081	5.601	3.687
457	3	0	0	53	5.962	3.081	6.662	3.081	6.312	3.687	5.962	3.081
458	3	0	0	44	6.324	3.687	7.024	3.687	6.674	3.081	6.324	3.687
459	3	0	0	32	6.685	3.081	7.385	3.081	7.035	3.687	6.685	3.081
460	3	0	0	26	7.047	3.687	7.747	3.687	7.397	3.081	7.047	3.687
461	3	0	0	15	7.408	3.081	8.108	3.081	7.758	3.687	7.408	3.081
462	3	0	0	6	7.77	3.687	8.47	3.687	8.12	3.081	7.77	3.687
463	3	0	0	0	8.131	3.081	8.831	3.081	8.481	3.687	8.131	3.081
464	3	0	1	66	8.493	3.687	9.193	3.687	8.843	3.081	8.493	3.687
465	3	0	1	60	8.855	3.081	9.555	3.081	9.205	3.687	8.855	3.081
466	3	0	1	49	9.216	3.687	9.916	3.687	9.566	3.081	9.216	3.687
467	3	0	1	42	9.578	3.081	10.278	3.081	9.928	3.687	9.578	3.081
468	3	0	1	30	9.939	3.687	10.639	3.687	10.289	3.081	9.939	3.687
469	3	0	1	24	10.301	3.081	11.001	3.081	10.651	3.687	10.301	3.081
470	3	0	1	10	10.662	3.687	11.362	3.687	11.012	3.081	10.662	3.687
471	3	0	1	13	11.024	3.081	11.724	3.081	11.374	3.687	11.024	3.081
472	3	0	1	0	11.385	3.687	12.085	3.687	11.735	3.081	11.385	3.687
473	3	0	1	15	11.747	3.081	12.447	3.081	12.097	3.687	11.747	3.081
474	3	0	1	6	12.108	3.687	12.808	3.687	12.458	3.081	12.108	3.687
475	3	0	1	17	12.47	3.081	13.17	3.081	12.82	3.687	12.47	3.081
476	3	0	1	2	12.832	3.687	13.532	3.687	13.182	3.081	12.832	3.687
477	3	0	1	19	13.193	3.081	13.893	3.081	13.543	3.687	13.193	3.081
478	3	0	1	4	13.555	3.687	14.255	3.687	13.905	3.081	13.555	3.687
479	3	0	1	8	13.916	3.081	14.616	3.081	14.266	3.687	13.916	3.081
480	1	0	2	59	-14.646	3.697	-13.946	3.697	-14.296	4.304	-14.646	3.697
481	1	0	2	57	-14.284	4.304	-13.584	4.304	-13.934	3.697	-14.284	4.304
482	1	0	2	61	-13.923	3.697	-13.223	3.697	-13.573	4.304	-13.923	3.697
483	1	0	2	48	-13.561	4.304	-12.861	4.304	-13.211	3.697	-13.561	4.304
484	1	0	2	67	-13.2	3.697	-12.5	3.697	-12.85	4.304	-13.2	3.697
485	1	0	2	50	-12.838	4.304	-12.138	4.304	-12.488	3.697	-12.838	4.304
486	1	0	2	63	-12.477	3.697	-11.777	3.697	-12.127	4.304	-12.477	3.697
487	1	0	2	52	-12.115	4.304	-11.415	4.304	-11.765	3.697	-12.115	4.304
488	1	0	2	65	-11.754	3.697	-11.054	3.697	-11.404	4.304	-11.754	3.697
489	1	0	2	54	-11.392	4.304	-10.692	4.304	-11.042	3.697	-11.392	4.304
490	1	0	2	46	-11.031	3.697	-10.331	3.697	-10.681	4.304	-11.031	3.697
491	1	0	2	33	-10.669	4.304	-9.969	4.304	-10.319	3.697	-10.669	4.304
492	1	0	2	27	-10.307	3.697	-9.607	3.697	-9.957	4.304	-10.307	3.697
493	1	0	2	16	-9.946	4.304	-9.246	4.304	-9.596	3.697	-9.946	4.304
494	1	0	2	7	-9.584	3.697	-8.884	3.697	-9.234	4.304	-9.584	3.697
495	1	0	2	1	-9.223	4.304	-8.523	4.304	-8.873	3.697	-9.223	4.304
496	1	0	3	67	-8.861	3.697	-8.161	3.697	-8.511	4.304	-8.861	3.697
497	1	0	3	61	-8.5	4.304	-7.8	4.304	-8.15	3.697	-8.5	4.304
498	1	0	3	50	-8.138	3.697	-7.438	3.697	-7.788	4.304	-8.138	3.697
499	1	0	3	43	-7.777	4.304	-7.077	4.304	-7.427	3.697	-7.777	4.304
500	1	0	3	31	-7.415	3.697	-6.715	3.697	-7.065	4.304	-7.415	3.697
501	1	0	3	25	-7.054	4.304	-6.354	4.304	-6.704	3.697	-7.054	4.304
502	1	0	3	12	-6.692	3.697	-5.992	3.697	-6.342	4.304	-6.692	3.697
503	1	0	3	14	-6.33	4.304	-5.63	4.304	-5.98	3.697	-6.33	4.304
504	1	0	3	1	-5.969	3.697	-5.269	3.697	-5.619	4.304	-5.969	3.697
505	1	0	3	16	-5.607	4.304	-4.907	4.304	-5.257	3.697	-5.607	4.304
506	1	0	3	7	-5.246	3.697	-4.546	3.697	-4.896	4.304	-5.246	3.697
507	1	0	3	18	-4.884	4.304	-4.184	4.304	-4.534	3.697	-4.884	4.304
508	1	0	3	3	-4.523	3.697	-3.823	3.697	-4.173	4.304	-4.523	3.697
509	1	0	3	9	-4.161	4.304	-3.461	4.304	-3.811	3.697	-4.161	4.304
510	1	0	3	5	-3.8	3.697	-3.1	3.697	-3.45	4.304	-3.8	3.697
511	1	0	3	20	-3.438	4.304	-2.738	4.304	-3.088	3.697	-3.438	4.304
512	1	3	1	55	-3.077	3.697	-2.377	3.697	-2.727	4.304	-3.077	3.697
513	1	3	1	58	-2.715	4.304	-2.015	4.304	-2.365	3.697	-2.715	4.304
514	1	3	1	49	-2.353	3.697	-1.653	3.697	-2.003	4.304	-2.353	3.697
515	1	3	1	51	-1.992	4.304	-1.292	4.304	-1.642	3.697	-1.992	4.304
516	3	3	1	47	-1.63	3.697	-0.93	3.697	-1.28	4.304	-1.63	3.697
517	3	3	1	55	-1.269	4.304	-0.569	4.304	-0.919	3.697	-1.269	4.304
518	3	3	1	53	-0.907	3.697	-0.207	3.697	-0.557	4.304	-0.907	3.697
519	3	3	1	58	-0.546	4.304	0.154	4.304	-0.196	3.697	-0.546	4.304
520	3	3	1	57	-0.184	3.697	0.516	3.697	0.166	4.304	-0.184	3.697
521	3	3	1	59	0.177	4.304	0.877	4.304	0.527	3.697	0.177	4.304
522	3	3	1	50	0.539	3.697	1.239	3.697	0.889	4.304	0.539	3.697
523	3	3	1	52	0.901	4.304	1.601	4.304	1.251	3.697	0.901	4.304
524	1	3	1	48	1.262	3.697	1.962	3.697	1.612	4.304	1.262	3.697
525	1	3	1	57	1.624	4.304	2.324	4.304	1.974	3.697	1.624	4.304
526	1	3	1	54	1.985	3.697	2.685	3.697	2.335	4.304	1.985	3.697
527	1	3	1	59	2.347	4.304	3.047	4.304	2.697	3.697	2.347	4.304
528	3	0	0	59	2.708	3.697	3.408	3.697	3.058	4.304	2.708	3.697
529	3	0	0	57	3.07	4.304	3.77	4.304	3.42	3.697	3.07	4.304
530	3	0	0	61	3.431	3.697	4.131	3.697	3.781	4.304	3.431	3.697
531	3	0	0	48	3.793	4.304	4.493	4.304	4.143	3.697	3.793	4.304
532	3	0	0	67	4.154	3.697	4.854	3.697	4.504	4.304	4.154	3.697
533	3	0	0	50	4.516	4.304	5.216	4.304	4.866	3.697	4.516	4.304
534	3	0	0	63	4.878	3.697	5.578	3.697	5.228	4.304	4.878	3.697
535	3	0	0	52	5.239	4.304	5.939	4.304	5.589	3.697	5.239	4.304
536	3	0	0	65	5.601	3.697	6.301	3.697	5.951	4.304	5.601	3.697
537	3	0	0	54	5.962	4.304	6.662	4.304	6.312	3.697	5.962	4.304
538	3	0	0	46	6.324	3.697	7.024	3.697	6.674	4.304	6.324	3.697
539	3	0	0	33	6.685	4.304	7.385	4.304	7.035	3.697	6.685	4.304
540	3	0	0	27	7.047	3.697	7.747	3.697	7.397	4.304	7.047	3.697
541	3	0	0	16	7.408	4.304	8.108	4.304	7.758	3.697	7.408	4.304
542	3	0	0	7	7.77	3.697	8.47	3.697	8.12	4.304	7.77	3.697
543	3	0	0	1	8.131	4.304	8.831	4.304	8.481	3.697	8.131	4.304
544	3	0	1	67	8.493	3.697	9.193	3.697	8.843	4.304	8.493	3.697
545	3	0	1	61	8.855	4.304	9.555	4.304	9.205	3.697	8.855	4.304
546	3	0	1	50	9.216	3.697	9.916	3.697	9.566	4.304	9.216	3.697
547	3	0	1	43	9.578	4.304	10.278	4.304	9.928	3.697	9.578	4.304
548	3	0	1	31	9.939	3.697	10.639	3.697	10.289	4.304	9.939	3.697
549	3	0	1	25	10.301	4.304	11.001	4.304	10.651	3.697	10.301	4.304
550	3	0	1	12	10.662	3.697	11.362	3.697	11.012	4.304	10.662	3.697
551	3	0	1	14	11.024	4.304	11.724	4.304	11.374	3.697	11.024	4.304
552	3	0	1	1	11.385	3.697	12.085	3.697	11.735	4.304	11.385	3.697
553	3	0	1	16	11.747	4.304	12.447	4.304	12.097	3.697	11.747	4.304
554	3	0	1	7	12.108	3.697	12.808	3.697	12.458	4.304	12.108	3.697
555	3	0	1	18	12.47	4.304	13.17	4.304	12.82	3.697	12.47	4.304
556	3	0	1	3	12.832	3.697	13.532	3.697	13.182	4.304	12.832	3.697
557	3	0	1	9	13.193	4.304	13.893	4.304	13.543	3.697	13.193	4.304
558	3	0	1	5	13.555	3.697	14.255	3.697	13.905	4.304	13.555	3.697
559	3	0	1	20	13.916	4.304	14.616	4.304	14.266	3.697	13.916	4.304
560	1	0	2	31	-14.646	4.92	-13.946	4.92	-14.296	4.314	-14.646	4.92
561	1	0	2	43	-14.284	4.314	-13.584	4.314	-13.934	4.92	-14.284	4.314
562	1	0	2	29	-13.923	4.92	-13.223	4.92	-13.573	4.314	-13.923	4.92
563	1	0	2	41	-13.561	4.314	-12.861	4.314	-13.211	4.92	-13.561	4.314
564	1	0	2	23	-13.2	4.92	-12.5	4.92	-12.85	4.314	-13.2	4.92
565	1	0	2	39	-12.838	4.314	-12.138	4.314	-12.488	4.92	-12.838	4.314
566	1	0	2	20	-12.477	4.92	-11.777	4.92	-12.127	4.314	-12.477	4.92
567	1	0	2	37	-12.115	4.314	-11.415	4.314	-11.765	4.92	-12.115	4.314
568	1	0	2	14	-11.754	4.92	-11.054	4.92	-11.404	4.314	-11.754	4.92
569	1	0	2	35	-11.392	4.314	-10.692	4.314	-11.042	4.92	-11.392	4.314
570	1	0	2	18	-11.031	4.92	-10.331	4.92	-10.681	4.314	-11.031	4.92
571	1	0	2	25	-10.669	4.314	-9.969	4.314	-10.319	4.92	-10.669	4.314
572	1	0	2	12	-10.307	4.92	-9.607	4.92	-9.957	4.314	-10.307	4.92
573	1	0	2	9	-9.946	4.314	-9.246	4.314	-9.596	4.92	-9.946	4.314
574	1	0	2	5	-9.584	4.92	-8.884	4.92	-9.234	4.314	-9.584	4.92
575	1	0	2	3	-9.223	4.314	-8.523	4.314	-8.873	4.92	-9.223	4.314
576	1	0	3	65	-8.861	4.92	-8.161	4.92	-8.511	4.314	-8.861	4.92
577	1	0	3	63	-8.5	4.314	-7.8	4.314	-8.15	4.92	-8.5	4.314
578	1	0	3	59	-8.138	4.92	-7.438	4.92	-7.788	4.314	-8.138	4.92
579	1	0	3	54	-7.777	4.314	-7.077	4.314	-7.427	4.92	-7.777	4.314
580	1	0	3	52	-7.415	4.92	-6.715	4.92	-7.065	4.314	-7.415	4.92
581	1	0	3	37	-7.054	4.314	-6.354	4.314	-6.704	4.92	-7.054	4.314
582	1	0	3	57	-6.692	4.92	-5.992	4.92	-6.342	4.314	-6.692	4.92
583	1	0	3	35	-6.33	4.314	-5.63	4.314	-5.98	4.92	-6.33	4.314
584	1	0	3	48	-5.969	4.92	-5.269	4.92	-5.619	4.314	-5.969	4.92
585	1	0	3	33	-5.607	4.314	-4.907	4.314	-5.257	4.92	-5.607	4.314
586	1	0	3	46	-5.246	4.92	-4.546	4.92	-4.896	4.314	-5.246	4.92
587	1	0	3	29	-4.884	4.314	-4.184	4.314	-4.534	4.92	-4.884	4.314
588	1	0	3	41	-4.523	4.92	-3.823	4.92	-4.173	4.314	-4.523	4.92
589	1	0	3	27	-4.161	4.314	-3.461	4.314	-3.811	4.92	-4.161	4.314
590	1	0	3	39	-3.8	4.92	-3.1	4.92	-3.45	4.314	-3.8	4.92
591	1	0	3	23	-3.438	4.314	-2.738	4.314	-3.088	4.92	-3.438	4.314
592	1	3	1	64	-3.077	4.92	-2.377	4.92	-2.727	4.314	-3.077	4.92
593	1	3	1	60	-2.715	4.314	-2.015	4.314	-2.365	4.92	-2.715	4.314
594	1	3	1	66	-2.353	4.92	-1.653	4.92	-2.003	4.314	-2.353	4.92
595	1	3	1	62	-1.992	4.314	-1.292	4.314	-1.642	4.92	-1.992	4.314
596	3	3	1	66	-1.63	4.92	-0.93	4.92	-1.28	4.314	-1.63	4.92
597	3	3	1	62	-1.269	4.314	-0.569	4.314	-0.919	4.92	-1.269	4.314
598	3	3	1	64	-0.907	4.92	-0.207	4.92	-0.557	4.314	-0.907	4.92
599	3	3	1	60	-0.546	4.314	0.154	4.314	-0.196	4.92	-0.546	4.314
600	3	3	1	65	-0.184	4.92	0.516	4.92	0.166	4.314	-0.184	4.92
601	3	3	1	61	0.177	4.314	0.877	4.314	0.527	4.92	0.177	4.314
602	3	3	1	67	0.539	4.92	1.239	4.92	0.889	4.314	0.539	4.92
603	3	3	1	63	0.901	4.314	1.601	4.314	1.251	4.92	0.901	4.314
604	1	3	1	67	1.262	4.92	1.962	4.92	1.612	4.314	1.262	4.92
605	1	3	1	63	1.624	4.314	2.324	4.314	1.974	4.92	1.624	4.314
606	1	3	1	65	1.985	4.92	2.685	4.92	2.335	4.314	1.985	4.92
607	1	3	1	61	2.347	4.314	3.047	4.314	2.697	4.92	2.347	4.314
608	3	0	0	31	2.708	4.92	3.408	4.92	3.058	4.314	2.708	4.92
609	3	0	0	43	3.07	4.314	3.77	4.314	3.42	4.92	3.07	4.314
610	3	0	0	29	3.431	4.92	4.131	4.92	3.781	4.314	3.431	4.92
611	3	0	0	41	3.793	4.314	4.493	4.314	4.143	4.92	3.793	4.314
612	3	0	0	23	4.154	4.92	4.854	4.92	4.504	4.314	4.154	4.92
613	3	0	0	39	4.516	4.314	5.216	4.314	4.866	4.92	4.516	4.314
614	3	0	0	20	4.878	4.92	5.578	4.92	5.228	4.314	4.878	4.92
615	3	0	0	37	5.239	4.314	5.939	4.314	5.589	4.92	5.239	4.314
616	3	0	0	14	5.601	4.92	6.301	4.92	5.951	4.314	5.601	4.92
617	3	0	0	35	5.962	4.314	6.662	4.314	6.312	4.92	5.962	4.314
618	3	0	0	18	6.324	4.92	7.024	4.92	6.674	4.314	6.324	4.92
619	3	0	0	25	6.685	4.314	7.385	4.314	7.035	4.92	6.685	4.314
620	3	0	0	12	7.047	4.92	7.747	4.92	7.397	4.314	7.047	4.92
621	3	0	0	9	7.408	4.314	8.108	4.314	7.758	4.92	7.408	4.314
622	3	0	0	5	7.77	4.92	8.47	4.92	8.12	4.314	7.77	4.92
623	3	0	0	3	8.131	4.314	8.831	4.314	8.481	4.92	8.131	4.314
624	3	0	1	65	8.493	4.92	9.193	4.92	8.843	4.314	8.493	4.92
625	3	0	1	63	8.855	4.314	9.555	4.314	9.205	4.92	8.855	4.314
626	3	0	1	59	9.216	4.92	9.916	4.92	9.566	4.314	9.216	4.92
627	3	0	1	54	9.578	4.314	10.278	4.314	9.928	4.92	9.578	4.314
628	3	0	1	52	9.939	4.92	10.639	4.92	10.289	4.314	9.939	4.92
629	3	0	1	37	10.301	4.314	11.001	4.314	10.651	4.92	10.301	4.314
630	3	0	1	57	10.662	4.92	11.362	4.92	11.012	4.314	10.662	4.92
631	3	0	1	35	11.024	4.314	11.724	4.314	11.374	4.92	11.024	4.314
632	3	0	1	48	11.385	4.92	12.085	4.92	11.735	4.314	11.385	4.92
633	3	0	1	33	11.747	4.314	12.447	4.314	12.097	4.92	11.747	4.314
634	3	0	1	46	12.108	4.92	12.808	4.92	12.458	4.314	12.108	4.92
635	3	0	1	29	12.47	4.314	13.17	4.314	12.82	4.92	12.47	4.314
636	3	0	1	41	12.832	4.92	13.532	4.92	13.182	4.314	12.832	4.92
637	3	0	1	27	13.193	4.314	13.893	4.314	13.543	4.92	13.193	4.314
638	3	0	1	39	13.555	4.92	14.255	4.92	13.905	4.314	13.555	4.92
